|k|	energy structure factor	energy structure factor fit
0	0.05114257986	0.05371327712
0.6045997881	0.0486552503	0.04860432789
1.209199576	0.04612911894	0.04640704889
1.813799364	0.04750573452	0.04712144013
2.418399152	0.05656022558	0.0507475016
3.02299894	0.07561111278	0.0572852333
3.627598728	0.1027104888	0.06673463523
3.02299894	0.07554612657	0.0572852333
2.418399152	0.05733646218	0.0507475016
1.813799364	0.04704510596	0.04712144013
1.209199576	0.04560660875	0.04640704889
0.6045997881	0.04865779362	0.04860432789
0.3490658504	0.04975838322	0.05040837548
0.3490658504	0.05089462795	0.05040837548
0.9235414313	0.04763723944	0.04708235199
1.521542767	0.04571135022	0.04641255455
2.123284675	0.05010863284	0.04861381194
2.726291445	0.06521904092	0.05371300563
3.329875986	0.08964736808	0.06171759607
3.329875986	0.08865166099	0.06171759607
2.726291445	0.0651825736	0.05371300563
2.123284675	0.05190044622	0.04861381194
1.521542767	0.04633641483	0.04641255455
0.9235414313	0.04798563833	0.04708235199
0.6981317008	0.04768267788	0.04807403059
0.3490658504	0.05022547818	0.05040837548
0.6981317008	0.04871234237	0.04807403059
1.258574822	0.04661646875	0.04635620759
1.847082863	0.04758707814	0.04724532408
2.443460953	0.05732157051	0.05096065729
3.043085533	0.0755034958	0.05755241012
3.64435447	0.1022181037	0.06703797866
3.043085533	0.07643601313	0.05755241012
2.443460953	0.05555133114	0.05096065729
1.847082863	0.04821315543	0.04724532408
1.258574822	0.04624864996	0.04635620759
1.047197551	0.04726059601	0.04671024244
0.6045997881	0.04893857433	0.04860432789
0.6045997881	0.04981895552	0.04860432789
1.047197551	0.04641803125	0.04671024244
1.599620682	0.04705745533	0.04653533614
2.179915537	0.05168693001	0.04896946706
2.770624294	0.06467883321	0.05420219337
3.366269154	0.08795692772	0.06229299339
3.366269154	0.0883210583	0.06229299339
2.770624294	0.06546390319	0.05420219337
2.179915537	0.05091447057	0.04896946706
1.599620682	0.04615183158	0.04653533614
1.396263402	0.04563962581	0.04631701103
0.9235414313	0.04754341724	0.04708235199
0.6981317008	0.04853954443	0.04807403059
0.9235414313	0.04742225466	0.04708235199
1.396263402	0.04593197453	0.04631701103
1.943516402	0.04752034042	0.04765407747
2.517149644	0.058456696	0.05161637573
3.102565143	0.07829018563	0.05836241172
3.694165725	0.1017894033	0.06795295988
3.102565143	0.0760464084	0.05836241172
2.517149644	0.05808926169	0.05161637573
1.943516402	0.04841280154	0.04765407747
1.745329252	0.04632152072	0.04689433637
1.258574822	0.04567612637	0.04635620759
0.9235414313	0.0472995507	0.04708235199
0.9235414313	0.04821263032	0.04708235199
1.258574822	0.04565737699	0.04635620759
1.745329252	0.04750261852	0.04689433637
2.288977855	0.05273333864	0.04972637471
2.857227126	0.06614337607	0.0552029676
