|k|	charge structure factor	charge structure factor fit
3.887032804	0.1808010191	0.4434069108
3.329875986	0.1708291769	0.3296526909
2.792526803	0.1498882622	0.2352905942
2.288977855	0.1192323193	0.1607439762
1.847082863	0.08965092897	0.1065702864
1.521542767	0.06749755144	0.07350091886
1.396263402	0.05857267976	0.06234311229
1.521542767	0.06736429036	0.07350091886
1.847082863	0.09150876105	0.1065702864
2.288977855	0.1211918443	0.1607439762
2.443460953	0.1294795871	0.1821729061
2.982419933	0.1604088843	0.266901796
3.542631465	0.1763155162	0.3711904896
3.542631465	0.1777595133	0.3711904896
2.982419933	0.1604222804	0.266901796
2.443460953	0.1308595389	0.1821729061
1.943516402	0.09846829623	0.1174860683
1.521542767	0.06814400107	0.07350091886
1.258574822	0.04900411516	0.05109670372
1.258574822	0.05039871484	0.05109670372
1.521542767	0.06613647938	0.07350091886
1.943516402	0.09703348577	0.1174860683
2.094395102	0.1098989025	0.1355826943
2.635389378	0.1434458047	0.2105759179
3.199241364	0.1651341617	0.3053177596
3.775724466	0.1749131382	0.4193964524
3.199241364	0.1661354005	0.3053177596
2.635389378	0.1415282935	0.2105759179
2.094395102	0.1085587814	0.1355826943
1.599620682	0.07321032137	0.08089766373
1.209199576	0.0451898016	0.04732474975
1.047197551	0.03586257249	0.03592428829
1.209199576	0.04606497288	0.04732474975
1.599620682	0.07375457883	0.08089766373
1.745329252	0.08237031847	0.09560525921
2.288977855	0.1248886958	0.1607439762
2.857227126	0.1528466195	0.2458471741
3.437899924	0.1669604182	0.3504485405
3.437899924	0.170279175	0.3504485405
2.857227126	0.1518513858	0.2458471741
2.288977855	0.1227480769	0.1607439762
1.745329252	0.08459151536	0.09560525921
1.258574822	0.04944229126	0.05109670372
0.9235414313	0.02802879363	0.02823709699
0.9235414313	0.0283731129	0.02823709699
1.258574822	0.04880589992	0.05109670372
1.396263402	0.05819239095	0.06234311229
1.943516402	0.09843298048	0.1174860683
2.517149644	0.1344723403	0.1928452613
3.102565143	0.162218973	0.2878839002
3.694165725	0.1681633741	0.4022094035
3.102565143	0.1612208486	0.2878839002
2.517149644	0.1320863962	0.1928452613
1.943516402	0.09709165245	0.1174860683
1.396263402	0.05862485617	0.06234311229
0.9235414313	0.02808733098	0.02823709699
0.6981317008	0.01680497453	0.01651856787
0.9235414313	0.02785635367	0.02823709699
1.047197551	0.03552631661	0.03592428829
1.599620682	0.07290448248	0.08089766373
2.179915537	0.1130574718	0.1463891262
2.770624294	0.1481666118	0.2317671678
3.366269154	0.1674417406	0.3365908489
3.366269154	0.1661121994	0.3365908489
2.770624294	0.1464996189	0.2317671678
2.179915537	0.1147733033	0.1463891262
1.599620682	0.07301106304	0.08089766373
1.047197551	0.03519076854	0.03592428829
0.6045997881	0.01249355171	0.01253926957
0.6045997881	0.01278164703	0.01253926957
0.6981317008	0.01641509682	0.01651856787
1.258574822	0.04888995364	0.05109670372
1.847082863	0.08922088891	0.1065702864
2.443460953	0.1292727888	0.1821729061
3.043085533	0.1577752233	0.2774015322
3.64435447	0.1682001799	0.3918818095
3.043085533	0.1572046429	0.2774015322
2.443460953	0.1302664876	0.1821729061
1.847082863	0.09171910584	0.1065702864
1.258574822	0.04897202551	0.05109670372
0.6981317008	0.01670809276	0.01651856787
0.3490658504	0.004333566874	0.004376796
0.3490658504	0.004335394595	0.004376796
0.9235414313	0.02818649076	0.02823709699
1.521542767	0.06731258333	0.07350091886
2.123284675	0.1093476862	0.1391888858
2.726291445	0.1457230747	0.2247132379
3.329875986	0.1675811112	0.3296526909
3.329875986	0.1617500335	0.3296526909
2.726291445	0.1453356445	0.2247132379
2.123284675	0.1092841774	0.1391888858
1.521542767	0.06785143912	0.07350091886
0.9235414313	0.02796802297	0.02823709699
0.3490658504	0.004376488272	0.004376796
