|k|	charge structure factor	charge structure factor fit
0.6045997881	0.01272311248	0.01253926957
1.209199576	0.04455512017	0.04732474975
1.813799364	0.08712238818	0.102921026
2.418399152	0.1269731373	0.1786094418
3.02299894	0.1581185311	0.2739035855
3.627598728	0.1679726839	0.3884366448
3.02299894	0.1581185162	0.2739035855
2.418399152	0.1269731373	0.1786094418
1.813799364	0.08712238073	0.102921026
1.209199576	0.04455512017	0.04732474975
0.6045997881	0.01272311248	0.01253926957
0.3490658504	0.004335394595	0.004376796
0.3490658504	0.004376487806	0.004376796
0.9235414313	0.0279680267	0.02823709699
1.521542767	0.06785143912	0.07350091886
2.123284675	0.1092841998	0.1391888858
2.726291445	0.1453356445	0.2247132379
3.329875986	0.1617500484	0.3296526909
3.329875986	0.1675811112	0.3296526909
2.726291445	0.1457230896	0.2247132379
2.123284675	0.1093477011	0.1391888858
1.521542767	0.06731258333	0.07350091886
0.9235414313	0.02818649076	0.02823709699
0.6981317008	0.01641509682	0.01651856787
0.3490658504	0.004333567806	0.004376796
0.6981317008	0.01670809276	0.01651856787
1.258574822	0.04897202924	0.05109670372
1.847082863	0.09171910584	0.1065702864
2.443460953	0.1302664876	0.1821729061
3.043085533	0.1572046429	0.2774015322
3.64435447	0.1682001799	0.3918818095
3.043085533	0.1577752382	0.2774015322
2.443460953	0.1292727888	0.1821729061
1.847082863	0.08922089636	0.1065702864
1.258574822	0.04888995364	0.05109670372
1.047197551	0.03552631661	0.03592428829
0.6045997881	0.0127816489	0.01253926957
0.6045997881	0.01249355078	0.01253926957
1.047197551	0.03519076854	0.03592428829
1.599620682	0.07301107794	0.08089766373
2.179915537	0.1147733107	0.1463891262
2.770624294	0.1464996189	0.2317671678
3.366269154	0.1661122143	0.3365908489
3.366269154	0.1674417406	0.3365908489
2.770624294	0.1481666118	0.2317671678
2.179915537	0.1130574718	0.1463891262
1.599620682	0.07290448248	0.08089766373
1.396263402	0.05819239467	0.06234311229
0.9235414313	0.02785635367	0.02823709699
0.6981317008	0.01680497639	0.01651856787
0.9235414313	0.02808733098	0.02823709699
1.396263402	0.05862485617	0.06234311229
1.943516402	0.09709166735	0.1174860683
2.517149644	0.1320863962	0.1928452613
3.102565143	0.1612208486	0.2878839002
3.694165725	0.168163389	0.4022094035
3.102565143	0.162218973	0.2878839002
2.517149644	0.1344723552	0.1928452613
1.943516402	0.09843300283	0.1174860683
1.745329252	0.08237031102	0.09560525921
1.258574822	0.04880589992	0.05109670372
0.9235414313	0.0283731129	0.02823709699
0.9235414313	0.02802879363	0.02823709699
1.258574822	0.04944229499	0.05109670372
1.745329252	0.08459151536	0.09560525921
2.288977855	0.1227480546	0.1607439762
2.857227126	0.1518514007	0.2458471741
3.437899924	0.170279175	0.3504485405
3.437899924	0.1669604182	0.3504485405
2.857227126	0.1528466195	0.2458471741
2.288977855	0.1248886958	0.1607439762
2.094395102	0.1098989025	0.1355826943
1.599620682	0.07375457883	0.08089766373
1.209199576	0.04606497288	0.04732474975
1.047197551	0.03586257249	0.03592428829
1.209199576	0.0451898016	0.04732474975
1.599620682	0.07321032137	0.08089766373
2.094395102	0.1085587814	0.1355826943
2.635389378	0.1415282786	0.2105759179
3.199241364	0.1661354005	0.3053177596
3.775724466	0.1749131382	0.4193964524
3.199241364	0.1651341617	0.3053177596
2.635389378	0.1434458047	0.2105759179
2.443460953	0.1294795871	0.1821729061
1.943516402	0.09703349322	0.1174860683
1.521542767	0.06613647938	0.07350091886
1.258574822	0.05039871112	0.05109670372
1.258574822	0.04900412261	0.05109670372
1.521542767	0.06814400852	0.07350091886
1.943516402	0.09846830368	0.1174860683
2.443460953	0.1308595389	0.1821729061
2.982419933	0.1604222804	0.266901796
3.542631465	0.1777595133	0.3711904896
3.542631465	0.1763155609	0.3711904896
2.982419933	0.1604088843	0.266901796
2.792526803	0.1497192085	0.2352905942
2.288977855	0.1211918369	0.1607439762
1.847082863	0.0915087685	0.1065702864
1.521542767	0.06736429036	0.07350091886
1.396263402	0.05857267976	0.06234311229
1.521542767	0.06749755144	0.07350091886
1.847082863	0.08965091407	0.1065702864
2.288977855	0.1192323193	0.1607439762
2.792526803	0.1498882473	0.2352905942
3.329875986	0.1708291918	0.3296526909
3.887032804	0.1808010191	0.4434069108
3.329875986	0.1741319448	0.3296526909
3.141592654	0.1669252962	0.2948628378
2.635389378	0.1422881186	0.2105759179
2.179915537	0.1124520302	0.1463891262
1.813799364	0.09087573737	0.102921026
1.599620682	0.07268486917	0.08089766373
1.599620682	0.07212244719	0.08089766373
1.813799364	0.08835698664	0.102921026
2.179915537	0.1143967137	0.1463891262
2.635389378	0.1418481469	0.2105759179
3.141592654	0.1619994342	0.2948628378
3.677636937	0.1794356406	0.3987681764
3.677636937	0.1794118136	0.3987681764
3.490658504	0.1743430048	0.3608260387
2.982419933	0.1613140851	0.266901796
2.517149644	0.1310848892	0.1928452613
2.123284675	0.1090482324	0.1391888858
1.847082863	0.09073261172	0.1065702864
1.745329252	0.08336430788	0.09560525921
1.847082863	0.09140747786	0.1065702864
2.123284675	0.1086885035	0.1391888858
2.517149644	0.1326746643	0.1928452613
2.982419933	0.1591910571	0.266901796
3.490658504	0.1766355485	0.3608260387
4.025623769	0.1865617633	0.4741944964
3.839724354	0.1833115369	0.4331238662
3.329875986	0.1729792356	0.3296526909
2.857227126	0.1513880491	0.2458471741
2.443460953	0.1285884082	0.1821729061
2.123284675	0.1098869219	0.1391888858
1.943516402	0.09895981103	0.1174860683
1.943516402	0.09849487245	0.1174860683
2.123284675	0.1096820012	0.1391888858
2.443460953	0.1325165778	0.1821729061
2.857227126	0.1532371491	0.2458471741
3.329875986	0.1691409647	0.3296526909
3.839724354	0.182910949	0.4331238662
4.188790205	0.1842114329	0.5117058091
3.677636937	0.1791501939	0.3987681764
3.199241364	0.1687202603	0.3053177596
2.770624294	0.1467022002	0.2317671678
2.418399152	0.1284109205	0.1786094418
2.179915537	0.1145887226	0.1463891262
2.094395102	0.1085849851	0.1355826943
2.179915537	0.1154411808	0.1463891262
2.418399152	0.129760623	0.1786094418
2.770624294	0.1474693269	0.2317671678
3.199241364	0.1662256271	0.3053177596
3.677636937	0.1787917316	0.3987681764
4.025623769	0.1852956712	0.4741944964
4.025623769	0.1832995117	0.4741944964
3.542631465	0.1738365144	0.3711904896
3.102565143	0.1611223966	0.2878839002
2.726291445	0.1446957737	0.2247132379
2.443460953	0.1313612312	0.1821729061
2.288977855	0.1207950935	0.1607439762
2.288977855	0.1229064539	0.1607439762
2.443460953	0.1302784383	0.1821729061
2.726291445	0.1444222629	0.2247132379
3.102565143	0.1608937234	0.2878839002
3.542631465	0.1758129001	0.3711904896
3.887032804	0.180344373	0.4434069108
3.839724354	0.1826708168	0.4331238662
3.887032804	0.1769161373	0.4434069108
3.437899924	0.1729657948	0.3504485405
3.043085533	0.1583332121	0.2774015322
2.726291445	0.1458464861	0.2247132379
2.517149644	0.1375482827	0.1928452613
2.443460953	0.1310957223	0.1821729061
2.517149644	0.1359652281	0.1928452613
2.726291445	0.1460500807	0.2247132379
3.043085533	0.1565572917	0.2774015322
3.437899924	0.1735652238	0.3504485405
3.775724466	0.1762886047	0.4193964524
3.677636937	0.1778867394	0.3987681764
3.677636937	0.1808964908	0.3987681764
3.775724466	0.1734821498	0.4193964524
3.366269154	0.1684457064	0.3365908489
3.02299894	0.1549386233	0.2739035855
2.770624294	0.1465751827	0.2317671678
2.635389378	0.1405438185	0.2105759179
2.635389378	0.1453385055	0.2105759179
2.770624294	0.1500885338	0.2317671678
3.02299894	0.1584113091	0.2739035855
3.366269154	0.1677125096	0.3365908489
3.694165725	0.1734019965	0.4022094035
3.542631465	0.175636977	0.3711904896
3.490658504	0.1745622903	0.3608260387
3.542631465	0.1751488	0.3711904896
3.694165725	0.1665299684	0.4022094035
3.329875986	0.1653548479	0.3296526909
3.043085533	0.1564970165	0.2774015322
2.857227126	0.1517276615	0.2458471741
2.792526803	0.1519158334	0.2352905942
2.857227126	0.1523485929	0.2458471741
3.043085533	0.1589731276	0.2774015322
3.329875986	0.164902389	0.3296526909
3.64435447	0.1669085175	0.3918818095
3.437899924	0.1740349084	0.3504485405
3.329875986	0.169940576	0.3296526909
3.329875986	0.1719817221	0.3296526909
3.437899924	0.1707861573	0.3504485405
3.64435447	0.1649735421	0.3918818095
3.329875986	0.1630534828	0.3296526909
3.102565143	0.1611711383	0.2878839002
2.982419933	0.1599700898	0.266901796
2.982419933	0.1606451869	0.266901796
3.102565143	0.1631404757	0.2878839002
3.329875986	0.1650432795	0.3296526909
3.627598728	0.1635743827	0.3884366448
3.366269154	0.1661755145	0.3365908489
3.199241364	0.166789934	0.3053177596
3.141592654	0.1674296707	0.2948628378
3.199241364	0.1722110361	0.3053177596
3.366269154	0.1646385342	0.3365908489
3.627598728	0.1606861949	0.3884366448
3.366269154	0.1646385342	0.3365908489
3.199241364	0.1722110361	0.3053177596
3.141592654	0.1674296558	0.2948628378
3.199241364	0.166789934	0.3053177596
3.366269154	0.1661755145	0.3365908489
3.64435447	0.1669085324	0.3918818095
3.329875986	0.1650432795	0.3296526909
3.102565143	0.1631404907	0.2878839002
2.982419933	0.1606452018	0.266901796
2.982419933	0.1599700898	0.266901796
3.102565143	0.1611711532	0.2878839002
3.329875986	0.1630534977	0.3296526909
3.64435447	0.1649735421	0.3918818095
3.437899924	0.1707861573	0.3504485405
3.329875986	0.1719817072	0.3296526909
3.329875986	0.169940576	0.3296526909
3.437899924	0.1740349531	0.3504485405
3.694165725	0.1734019965	0.4022094035
3.329875986	0.164902404	0.3296526909
3.043085533	0.1589731425	0.2774015322
2.857227126	0.1523485929	0.2458471741
2.792526803	0.1519158334	0.2352905942
2.857227126	0.1517276615	0.2458471741
3.043085533	0.1564970315	0.2774015322
3.329875986	0.1653548777	0.3296526909
3.694165725	0.1665299684	0.4022094035
3.542631465	0.1751488298	0.3711904896
3.490658504	0.1745622903	0.3608260387
3.542631465	0.175636977	0.3711904896
3.775724466	0.1762886047	0.4193964524
3.366269154	0.1677125245	0.3365908489
3.02299894	0.158411324	0.2739035855
2.770624294	0.1500885338	0.2317671678
2.635389378	0.1453385055	0.2105759179
2.635389378	0.1405438185	0.2105759179
2.770624294	0.1465751678	0.2317671678
3.02299894	0.1549386531	0.2739035855
3.366269154	0.1684457362	0.3365908489
3.775724466	0.1734821498	0.4193964524
3.677636937	0.1808965057	0.3987681764
3.677636937	0.1778867543	0.3987681764
3.887032804	0.1803443879	0.4434069108
3.437899924	0.1735652536	0.3504485405
3.043085533	0.1565573066	0.2774015322
2.726291445	0.1460501254	0.2247132379
2.517149644	0.1359652281	0.1928452613
2.443460953	0.1310957223	0.1821729061
2.517149644	0.1375482827	0.1928452613
2.726291445	0.145846501	0.2247132379
3.043085533	0.1583332121	0.2774015322
3.437899924	0.1729657948	0.3504485405
3.887032804	0.1769161373	0.4434069108
3.839724354	0.1826708466	0.4331238662
4.025623769	0.1852956712	0.4741944964
3.542631465	0.1758129001	0.3711904896
3.102565143	0.1608937234	0.2878839002
2.726291445	0.1444222629	0.2247132379
2.443460953	0.1302784532	0.1821729061
2.288977855	0.1229064614	0.1607439762
2.288977855	0.1207950935	0.1607439762
2.443460953	0.1313612312	0.1821729061
2.726291445	0.1446957737	0.2247132379
3.102565143	0.1611223966	0.2878839002
3.542631465	0.1738365144	0.3711904896
4.025623769	0.1832995117	0.4741944964
4.188790205	0.1842114329	0.5117058091
3.677636937	0.1787917316	0.3987681764
3.199241364	0.1662256271	0.3053177596
2.770624294	0.1474693418	0.2317671678
2.418399152	0.129760623	0.1786094418
2.179915537	0.1154411808	0.1463891262
2.094395102	0.1085849851	0.1355826943
2.179915537	0.1145887226	0.1463891262
2.418399152	0.1284109205	0.1786094418
2.770624294	0.1467022002	0.2317671678
3.199241364	0.1687202603	0.3053177596
3.677636937	0.1791501939	0.3987681764
3.839724354	0.1833115369	0.4331238662
3.839724354	0.182910949	0.4331238662
3.329875986	0.1691409647	0.3296526909
2.857227126	0.1532371491	0.2458471741
2.443460953	0.1325165778	0.1821729061
2.123284675	0.1096819937	0.1391888858
1.943516402	0.09849487245	0.1174860683
1.943516402	0.09895981103	0.1174860683
2.123284675	0.1098869219	0.1391888858
2.443460953	0.1285884082	0.1821729061
2.857227126	0.1513880491	0.2458471741
3.329875986	0.1729792506	0.3296526909
3.490658504	0.1743429899	0.3608260387
4.025623769	0.1865617484	0.4741944964
3.490658504	0.1766355634	0.3608260387
2.982419933	0.1591910571	0.266901796
2.517149644	0.1326746494	0.1928452613
2.123284675	0.1086885035	0.1391888858
1.847082863	0.09140747786	0.1065702864
1.745329252	0.08336430788	0.09560525921
1.847082863	0.09073261172	0.1065702864
2.123284675	0.1090482175	0.1391888858
2.517149644	0.1310848892	0.1928452613
2.982419933	0.1613140851	0.266901796
3.141592654	0.1669252962	0.2948628378
3.677636937	0.1794118434	0.3987681764
3.677636937	0.1794356406	0.3987681764
3.141592654	0.1619994342	0.2948628378
2.635389378	0.1418481469	0.2105759179
2.179915537	0.1143967137	0.1463891262
1.813799364	0.08835698664	0.102921026
1.599620682	0.07212243974	0.08089766373
1.599620682	0.07268486917	0.08089766373
1.813799364	0.09087573737	0.102921026
2.179915537	0.1124520376	0.1463891262
2.635389378	0.1422881186	0.2105759179
2.792526803	0.1497192085	0.2352905942
3.329875986	0.1741319448	0.3296526909
