|k|	charge structure factor	charge structure factor fit
2.635389378	1.687508583	2.879430203
3.141592654	1.901684284	3.982979988
3.677636937	2.021089792	5.327795767
3.677636937	2.048560619	5.327795767
3.490658504	1.976257443	4.838401125
2.982419933	1.82989192	3.618352786
2.517149644	1.626769781	2.645416608
2.123284675	1.355804443	1.932111247
1.847082863	1.16032052	1.493740582
1.745329252	1.060467839	1.345343778
1.847082863	1.144195676	1.493740582
2.123284675	1.345259905	1.932111247
2.517149644	1.583979487	2.645416608
2.982419933	1.858339787	3.618352786
3.490658504	2.008148432	4.838401125
4.025623769	2.067606211	6.295805972
3.839724354	2.048878431	5.769467896
3.329875986	1.960016608	4.434919071
2.857227126	1.789090395	3.342878601
2.443460953	1.590650082	2.504187269
2.123284675	1.371878505	1.932111247
1.943516402	1.22327137	1.640920113
1.943516402	1.224025369	1.640920113
2.123284675	1.363589287	1.932111247
2.443460953	1.550317287	2.504187269
2.857227126	1.785930514	3.342878601
3.329875986	1.989021897	4.434919071
3.839724354	2.089277744	5.769467896
4.188790205	2.07383132	6.775080133
3.677636937	2.03808856	5.327795767
3.199241364	1.89335227	4.118988883
2.770624294	1.749512315	3.158184254
2.418399152	1.541344643	2.45696515
2.179915537	1.382945061	2.028340768
2.094395102	1.312250614	1.883847922
2.179915537	1.3951509	2.028340768
2.418399152	1.539689064	2.45696515
2.770624294	1.729927301	3.158184254
3.199241364	1.900614977	4.118988883
3.677636937	2.04357934	5.327795767
4.025623769	2.048096895	6.295805972
4.025623769	2.059487104	6.295805972
3.542631465	1.995791793	4.972264174
3.102565143	1.874596119	3.89209329
2.726291445	1.725684404	3.065502558
2.443460953	1.565593004	2.504187269
2.288977855	1.470935583	2.219685524
2.288977855	1.483286142	2.219685524
2.443460953	1.569400787	2.504187269
2.726291445	1.750043154	3.065502558
3.102565143	1.851960421	3.89209329
3.542631465	2.013197422	4.972264174
3.887032804	2.07734251	5.901413339
3.839724354	2.052865505	5.769467896
3.887032804	2.037038565	5.901413339
3.437899924	1.927027941	4.704229564
3.043085533	1.835305214	3.75543035
2.726291445	1.708578348	3.065502558
2.517149644	1.607640505	2.645416608
2.443460953	1.58493042	2.504187269
2.517149644	1.618900895	2.645416608
2.726291445	1.733270049	3.065502558
3.043085533	1.849694967	3.75543035
3.437899924	1.962127566	4.704229564
3.775724466	2.016051054	5.593148622
3.677636937	2.02433157	5.327795767
3.677636937	2.027473927	5.327795767
3.775724466	2.006100655	5.593148622
3.366269154	1.927143812	4.524836364
3.02299894	1.815797329	3.709784774
2.770624294	1.756637335	3.158184254
2.635389378	1.660135627	2.879430203
2.635389378	1.682682514	2.879430203
2.770624294	1.737252235	3.158184254
3.02299894	1.824083567	3.709784774
3.366269154	1.919652462	4.524836364
3.694165725	1.944031358	5.372096134
3.542631465	2.014058352	4.972264174
3.490658504	2.015498638	4.838401125
3.542631465	2.039528131	4.972264174
3.694165725	1.957532287	5.372096134
3.329875986	1.918574333	4.434919071
3.043085533	1.840257406	3.75543035
2.857227126	1.800439239	3.342878601
2.792526803	1.778491139	3.20444006
2.857227126	1.767428041	3.342878601
3.043085533	1.840073824	3.75543035
3.329875986	1.901392341	4.434919071
3.64435447	1.960224032	5.239102839
3.437899924	1.968746901	4.704229564
3.329875986	2.000658274	4.434919071
3.329875986	1.948612452	4.434919071
3.437899924	1.986507058	4.704229564
3.64435447	1.964223266	5.239102839
3.329875986	1.884552717	4.434919071
3.102565143	1.885953546	3.89209329
2.982419933	1.819176435	3.618352786
2.982419933	1.850330472	3.618352786
3.102565143	1.907704234	3.89209329
3.329875986	1.936210394	4.434919071
3.627598728	1.915086389	5.194709673
3.366269154	1.9140203	4.524836364
3.199241364	1.93518424	4.118988883
3.141592654	1.912804127	3.982979988
3.199241364	1.933002234	4.118988883
3.366269154	1.884051919	4.524836364
3.627598728	1.869442105	5.194709673
3.366269154	1.884051919	4.524836364
3.199241364	1.933002234	4.118988883
3.141592654	1.912803888	3.982979988
3.199241364	1.93518424	4.118988883
3.366269154	1.9140203	4.524836364
3.64435447	1.96022439	5.239102839
3.329875986	1.936210394	4.434919071
3.102565143	1.907704353	3.89209329
2.982419933	1.850330591	3.618352786
2.982419933	1.819176435	3.618352786
3.102565143	1.885953665	3.89209329
3.329875986	1.884553194	4.434919071
3.64435447	1.964223385	5.239102839
3.437899924	1.986507058	4.704229564
3.329875986	1.94861269	4.434919071
3.329875986	2.000658512	4.434919071
3.437899924	1.968746781	4.704229564
3.694165725	1.944031358	5.372096134
3.329875986	1.90139246	4.434919071
3.043085533	1.840073824	3.75543035
2.857227126	1.767428398	3.342878601
2.792526803	1.778491259	3.20444006
2.857227126	1.800439239	3.342878601
3.043085533	1.840257645	3.75543035
3.329875986	1.918574333	4.434919071
3.694165725	1.957532287	5.372096134
3.542631465	2.039528131	4.972264174
3.490658504	2.0154984	4.838401125
3.542631465	2.014058352	4.972264174
3.775724466	2.016051054	5.593148622
3.366269154	1.9196527	4.524836364
3.02299894	1.824083805	3.709784774
2.770624294	1.737252474	3.158184254
2.635389378	1.682682633	2.879430203
2.635389378	1.660135627	2.879430203
2.770624294	1.756637335	3.158184254
3.02299894	1.815797806	3.709784774
3.366269154	1.927143812	4.524836364
3.775724466	2.006100655	5.593148622
3.677636937	2.027474165	5.327795767
3.677636937	2.02433157	5.327795767
3.887032804	2.077342749	5.901413339
3.437899924	1.962127566	4.704229564
3.043085533	1.849695444	3.75543035
2.726291445	1.733270288	3.065502558
2.517149644	1.618900895	2.645416608
2.443460953	1.584930658	2.504187269
2.517149644	1.607640505	2.645416608
2.726291445	1.708578587	3.065502558
3.043085533	1.835305452	3.75543035
3.437899924	1.927027941	4.704229564
3.887032804	2.037038565	5.901413339
3.839724354	2.052865505	5.769467896
4.025623769	2.048096895	6.295805972
3.542631465	2.013197422	4.972264174
3.102565143	1.851960659	3.89209329
2.726291445	1.750043154	3.065502558
2.443460953	1.569400787	2.504187269
2.288977855	1.483286262	2.219685524
2.288977855	1.470935583	2.219685524
2.443460953	1.565593123	2.504187269
2.726291445	1.725684404	3.065502558
3.102565143	1.874596238	3.89209329
3.542631465	1.995792031	4.972264174
4.025623769	2.059487104	6.295805972
4.188790205	2.07383132	6.775080133
3.677636937	2.04357934	5.327795767
3.199241364	1.900614977	4.118988883
2.770624294	1.72992754	3.158184254
2.418399152	1.539689064	2.45696515
2.179915537	1.3951509	2.028340768
2.094395102	1.312250614	1.883847922
2.179915537	1.382945061	2.028340768
2.418399152	1.541344643	2.45696515
2.770624294	1.749512315	3.158184254
3.199241364	1.893352389	4.118988883
3.677636937	2.03808856	5.327795767
3.839724354	2.048878193	5.769467896
3.839724354	2.089277744	5.769467896
3.329875986	1.989022136	4.434919071
2.857227126	1.785930634	3.342878601
2.443460953	1.550317287	2.504187269
2.123284675	1.363589168	1.932111247
1.943516402	1.224025369	1.640920113
1.943516402	1.22327137	1.640920113
2.123284675	1.371878505	1.932111247
2.443460953	1.590650082	2.504187269
2.857227126	1.789090395	3.342878601
3.329875986	1.960016608	4.434919071
3.490658504	1.976257443	4.838401125
4.025623769	2.067606211	6.295805972
3.490658504	2.008148432	4.838401125
2.982419933	1.858339906	3.618352786
2.517149644	1.583979487	2.645416608
2.123284675	1.345259905	1.932111247
1.847082863	1.144195676	1.493740582
1.745329252	1.060467839	1.345343778
1.847082863	1.16032064	1.493740582
2.123284675	1.355804324	1.932111247
2.517149644	1.626769662	2.645416608
2.982419933	1.82989192	3.618352786
3.141592654	1.949979305	3.982979988
3.677636937	2.048560619	5.327795767
3.677636937	2.021089792	5.327795767
3.141592654	1.901684403	3.982979988
2.635389378	1.687508941	2.879430203
2.179915537	1.371567726	2.028340768
1.813799364	1.107584	1.44441731
1.599620682	0.9442563057	1.145307287
1.599620682	0.9449581504	1.145307287
1.813799364	1.123631716	1.44441731
2.179915537	1.40726757	2.028340768
2.635389378	1.703579903	2.879430203
2.792526803	1.75446403	3.20444006
3.329875986	1.987138987	4.434919071
3.887032804	2.035268307	5.901413339
3.329875986	1.984535933	4.434919071
2.792526803	1.767948389	3.20444006
2.288977855	1.515197873	2.219685524
1.847082863	1.164732218	1.493740582
1.521542767	0.9014599919	1.044217857
1.396263402	0.7785531282	0.8910120071
1.521542767	0.9036631584	1.044217857
1.847082863	1.155298591	1.493740582
2.288977855	1.477905273	2.219685524
2.443460953	1.558786988	2.504187269
2.982419933	1.839614511	3.618352786
3.542631465	1.988420129	4.972264174
3.542631465	1.990698218	4.972264174
2.982419933	1.850706339	3.618352786
2.443460953	1.591193438	2.504187269
1.943516402	1.242001772	1.640920113
1.521542767	0.9012000561	1.044217857
1.258574822	0.6712195277	0.7355724924
1.258574822	0.6835678816	0.7355724924
1.521542767	0.9012835026	1.044217857
1.943516402	1.231471777	1.640920113
2.094395102	1.335196614	1.883847922
2.635389378	1.658272386	2.879430203
3.199241364	1.925739765	4.118988883
3.775724466	2.010290861	5.593148622
3.199241364	1.927182913	4.118988883
2.635389378	1.68661654	2.879430203
2.094395102	1.336995482	1.883847922
1.599620682	0.95139575	1.145307287
1.209199576	0.6305093169	0.6831725383
1.047197551	0.5108290315	0.5238141724
1.209199576	0.6274952292	0.6831725383
1.599620682	0.9760475755	1.145307287
1.745329252	1.06224966	1.345343778
2.288977855	1.461193085	2.219685524
2.857227126	1.748375535	3.342878601
3.437899924	1.962665319	4.704229564
3.437899924	1.961573958	4.704229564
2.857227126	1.79597795	3.342878601
2.288977855	1.464174628	2.219685524
1.745329252	1.070294619	1.345343778
1.258574822	0.6708725095	0.7355724924
0.9235414313	0.4075963199	0.4153427022
0.9235414313	0.4172984958	0.4153427022
1.258574822	0.6788487434	0.7355724924
1.396263402	0.7865982056	0.8910120071
1.943516402	1.227015018	1.640920113
2.517149644	1.631554484	2.645416608
3.102565143	1.846300602	3.89209329
3.694165725	1.960507631	5.372096134
3.102565143	1.854934692	3.89209329
2.517149644	1.585913777	2.645416608
1.943516402	1.217071652	1.640920113
1.396263402	0.7899516225	0.8910120071
0.9235414313	0.4082369804	0.4153427022
0.6981317008	0.2505098879	0.2477507402
0.9235414313	0.4077476561	0.4153427022
1.047197551	0.5058149695	0.5238141724
1.599620682	0.9705520272	1.145307287
2.179915537	1.388541102	2.028340768
2.770624294	1.744642019	3.158184254
3.366269154	1.938066125	4.524836364
3.366269154	1.934842348	4.524836364
2.770624294	1.734682679	3.158184254
2.179915537	1.391519189	2.028340768
1.599620682	0.9520147443	1.145307287
1.047197551	0.5078626871	0.5238141724
0.6045997881	0.1927716285	0.1899598442
0.6045997881	0.194469288	0.1899598442
0.6981317008	0.252914995	0.2477507402
1.258574822	0.6813051701	0.7355724924
1.847082863	1.156701326	1.493740582
2.443460953	1.582972765	2.504187269
3.043085533	1.874460578	3.75543035
3.64435447	1.888932109	5.239102839
3.043085533	1.831899643	3.75543035
2.443460953	1.552587271	2.504187269
1.847082863	1.150783777	1.493740582
1.258574822	0.6779070497	0.7355724924
0.6981317008	0.250747472	0.2477507402
0.3490658504	0.06770612299	0.06888844233
0.3490658504	0.06759689748	0.06888844233
0.9235414313	0.4145721197	0.4153427022
1.521542767	0.8793069124	1.044217857
2.123284675	1.343818545	1.932111247
2.726291445	1.713005543	3.065502558
3.329875986	1.90281105	4.434919071
3.329875986	1.896521449	4.434919071
2.726291445	1.73753643	3.065502558
2.123284675	1.339363813	1.932111247
1.521542767	0.8909102082	1.044217857
0.9235414313	0.4096700847	0.4153427022
0.3490658504	0.06869661808	0.06888844233
