|k|	energy structure factor	energy structure factor fit
2.517149644	0.198366806	0.1911969172
1.943516402	0.2160674474	0.2165993379
1.745329252	0.2277987184	0.2258873124
1.258574822	0.2491458762	0.249813916
0.9235414313	0.2638864815	0.2672034165
0.9235414313	0.2672523964	0.2672034165
1.258574822	0.2473442917	0.249813916
1.745329252	0.2254173973	0.2258873124
2.288977855	0.2043713934	0.2010375145
2.857227126	0.1888576344	0.1771763516
3.437899924	0.1797177406	0.155024731
3.437899924	0.1780310452	0.155024731
2.857227126	0.1888772911	0.1771763516
2.288977855	0.2038761338	0.2010375145
2.094395102	0.2097639383	0.2097045967
1.599620682	0.231129148	0.2328834793
1.209199576	0.2541223519	0.2523295071
1.047197551	0.2644667028	0.2606977796
1.209199576	0.2515806005	0.2523295071
1.599620682	0.2312917501	0.2328834793
2.094395102	0.2135241471	0.2097045967
2.635389378	0.1934941151	0.1862344573
3.199241364	0.1841646811	0.1638561389
3.775724466	0.1754846308	0.143175073
3.199241364	0.1804487865	0.1638561389
2.635389378	0.1945326006	0.1862344573
2.443460953	0.2016791609	0.1943368929
1.943516402	0.2165721988	0.2165993379
1.521542767	0.2350461368	0.2366908103
1.258574822	0.2501794999	0.249813916
1.258574822	0.2519514794	0.249813916
1.521542767	0.236954504	0.2366908103
1.943516402	0.2193235495	0.2165993379
2.443460953	0.1983688066	0.1943368929
2.982419933	0.1826389888	0.1722097641
3.542631465	0.1762023234	0.1512694846
3.542631465	0.1747295594	0.1512694846
2.982419933	0.1853684613	0.1722097641
2.792526803	0.1911425689	0.1797842009
2.288977855	0.2063296098	0.2010375145
1.847082863	0.2188373189	0.2210858466
1.521542767	0.2362362055	0.2366908103
1.396263402	0.2432019199	0.2428850401
1.521542767	0.2372044446	0.2366908103
1.847082863	0.2255540198	0.2210858466
2.288977855	0.2007443365	0.2010375145
2.792526803	0.1884578105	0.1797842009
3.329875986	0.180008215	0.1589748928
3.887032804	0.1735413139	0.1394379752
3.329875986	0.1798031714	0.1589748928
3.141592654	0.1819305121	0.1660465209
2.635389378	0.1952714083	0.1862344573
2.179915537	0.2094728622	0.205864162
1.813799364	0.2225738058	0.2226487794
1.599620682	0.230161353	0.2328834793
1.599620682	0.2306686115	0.2328834793
1.813799364	0.2261528332	0.2226487794
2.179915537	0.2088886717	0.205864162
2.635389378	0.1933180415	0.1862344573
3.141592654	0.1824473351	0.1660465209
3.677636937	0.1767068402	0.1465369828
3.677636937	0.1768046767	0.1465369828
3.490658504	0.1758835265	0.1531238528
2.982419933	0.1860330738	0.1722097641
2.517149644	0.1981191981	0.1911969172
2.123284675	0.2106879295	0.2084017917
1.847082863	0.221518697	0.2210858466
1.745329252	0.2237255604	0.2258873124
1.847082863	0.2211205533	0.2210858466
2.123284675	0.2114817139	0.2084017917
2.517149644	0.1994538318	0.1911969172
2.982419933	0.1872833418	0.1722097641
3.490658504	0.1739937021	0.1531238528
4.025623769	0.1708407188	0.1349007122
3.839724354	0.1704754271	0.1410161965
3.329875986	0.1798323977	0.1589748928
2.857227126	0.1887163595	0.1771763516
2.443460953	0.1983289738	0.1943368929
2.123284675	0.2077579329	0.2084017917
1.943516402	0.2195365265	0.2165993379
1.943516402	0.2189463764	0.2165993379
2.123284675	0.2060929835	0.2084017917
2.443460953	0.1993846662	0.1943368929
2.857227126	0.1917912115	0.1771763516
3.329875986	0.1791839959	0.1589748928
3.839724354	0.1718403267	0.1410161965
4.188790205	0.1703029114	0.1297235522
3.677636937	0.1766142359	0.1465369828
3.199241364	0.1847062286	0.1638561389
2.770624294	0.1932860946	0.1806733601
2.418399152	0.2053755075	0.1954130874
2.179915537	0.2085633716	0.205864162
2.094395102	0.2099670368	0.2097045967
2.179915537	0.2112876891	0.205864162
2.418399152	0.2015868974	0.1954130874
2.770624294	0.1923529956	0.1806733601
3.199241364	0.184100401	0.1638561389
3.677636937	0.1732684798	0.1465369828
4.025623769	0.1710704044	0.1349007122
4.025623769	0.17222	0.1349007122
3.542631465	0.1782169829	0.1512694846
3.102565143	0.1867866731	0.1675420028
2.726291445	0.1961611178	0.1824829269
2.443460953	0.2030732875	0.1943368929
2.288977855	0.2053241849	0.2010375145
2.288977855	0.2024574592	0.2010375145
2.443460953	0.1973412146	0.1943368929
2.726291445	0.1932425021	0.1824829269
3.102565143	0.187245954	0.1675420028
3.542631465	0.1766249212	0.1512694846
3.887032804	0.1713969646	0.1394379752
3.839724354	0.1728327423	0.1410161965
3.887032804	0.174040951	0.1394379752
3.437899924	0.1792866008	0.155024731
3.043085533	0.1849508405	0.1698407772
2.726291445	0.1882005823	0.1824829269
2.517149644	0.1986916319	0.1911969172
2.443460953	0.1982613662	0.1943368929
2.517149644	0.1995799157	0.1911969172
2.726291445	0.1938530455	0.1824829269
3.043085533	0.1860102114	0.1698407772
3.437899924	0.1788483608	0.155024731
3.775724466	0.1723759586	0.143175073
3.677636937	0.1724702738	0.1465369828
3.677636937	0.1739535076	0.1465369828
3.775724466	0.175662556	0.143175073
3.366269154	0.18129096	0.1576353684
3.02299894	0.1879213556	0.1706224311
2.770624294	0.1901099094	0.1806733601
2.635389378	0.1946476479	0.1862344573
2.635389378	0.1932015743	0.1862344573
2.770624294	0.1922823836	0.1806733601
3.02299894	0.1849799426	0.1706224311
3.366269154	0.1812208138	0.1576353684
3.694165725	0.1765881044	0.1459659569
3.542631465	0.1785289876	0.1512694846
3.490658504	0.1750192938	0.1531238528
3.542631465	0.1768539034	0.1512694846
3.694165725	0.1756794264	0.1459659569
3.329875986	0.1822907259	0.1589748928
3.043085533	0.1841771398	0.1698407772
2.857227126	0.1887956424	0.1771763516
2.792526803	0.1936199456	0.1797842009
2.857227126	0.1912733437	0.1771763516
3.043085533	0.1865242366	0.1698407772
3.329875986	0.1865562156	0.1589748928
3.64435447	0.1758557479	0.1476923485
3.437899924	0.1829124016	0.155024731
3.329875986	0.180075836	0.1589748928
3.329875986	0.1765832707	0.1589748928
3.437899924	0.1784389455	0.155024731
3.64435447	0.1791297364	0.1476923485
3.329875986	0.1813062886	0.1589748928
3.102565143	0.1852748796	0.1675420028
2.982419933	0.1886072881	0.1722097641
2.982419933	0.1836842575	0.1722097641
3.102565143	0.1832310636	0.1675420028
3.329875986	0.1840280015	0.1589748928
3.627598728	0.17959578	0.1482768104
3.366269154	0.1807691653	0.1576353684
3.199241364	0.1786576874	0.1638561389
3.141592654	0.183006364	0.1660465209
3.199241364	0.1840710892	0.1638561389
3.366269154	0.1812875802	0.1576353684
3.627598728	0.1801467605	0.1482768104
3.366269154	0.1807226162	0.1576353684
3.199241364	0.1834943713	0.1638561389
3.141592654	0.1827199905	0.1660465209
3.199241364	0.1787143761	0.1638561389
3.366269154	0.1813230268	0.1576353684
3.64435447	0.1761636755	0.1476923485
3.329875986	0.1852137033	0.1589748928
3.102565143	0.1838666746	0.1675420028
2.982419933	0.1854608665	0.1722097641
2.982419933	0.1902186338	0.1722097641
3.102565143	0.1843177343	0.1675420028
3.329875986	0.1823394153	0.1589748928
3.64435447	0.1791678734	0.1476923485
3.437899924	0.1768075922	0.155024731
3.329875986	0.1772309259	0.1589748928
3.329875986	0.1818042386	0.1589748928
3.437899924	0.181038716	0.155024731
3.694165725	0.1778182413	0.1459659569
3.329875986	0.1856740069	0.1589748928
3.043085533	0.1868853589	0.1698407772
2.857227126	0.1922936015	0.1771763516
2.792526803	0.1917983504	0.1797842009
2.857227126	0.1886960183	0.1771763516
3.043085533	0.1846536546	0.1698407772
3.329875986	0.1819543715	0.1589748928
3.694165725	0.1780701652	0.1459659569
3.542631465	0.1750840849	0.1512694846
3.490658504	0.1781298071	0.1531238528
3.542631465	0.1777425713	0.1512694846
3.775724466	0.1731717622	0.143175073
3.366269154	0.1832655068	0.1576353684
3.02299894	0.1861901817	0.1706224311
2.770624294	0.1917547055	0.1806733601
2.635389378	0.1924180783	0.1862344573
2.635389378	0.1937127587	0.1862344573
2.770624294	0.1907979364	0.1806733601
3.02299894	0.1910239653	0.1706224311
3.366269154	0.1812327512	0.1576353684
3.775724466	0.1762030484	0.143175073
3.677636937	0.1751463051	0.1465369828
3.677636937	0.1735144669	0.1465369828
3.887032804	0.1718337708	0.1394379752
3.437899924	0.1798632935	0.155024731
3.043085533	0.1867431314	0.1698407772
2.726291445	0.1952296025	0.1824829269
2.517149644	0.1994347524	0.1911969172
2.443460953	0.1979809974	0.1943368929
2.517149644	0.1994092568	0.1911969172
2.726291445	0.190687995	0.1824829269
3.043085533	0.1847607998	0.1698407772
3.437899924	0.1790197631	0.155024731
3.887032804	0.1762239593	0.1394379752
3.839724354	0.1724983544	0.1410161965
4.025623769	0.1728789872	0.1349007122
3.542631465	0.1769522176	0.1512694846
3.102565143	0.1869529185	0.1675420028
2.726291445	0.1930868385	0.1824829269
2.443460953	0.1958239331	0.1943368929
2.288977855	0.2036310884	0.2010375145
2.288977855	0.2067364876	0.2010375145
2.443460953	0.202068019	0.1943368929
2.726291445	0.1958144671	0.1824829269
3.102565143	0.1854897345	0.1675420028
3.542631465	0.1785078978	0.1512694846
4.025623769	0.1727102832	0.1349007122
4.188790205	0.1717436024	0.1297235522
3.677636937	0.1704895948	0.1465369828
3.199241364	0.1834011093	0.1638561389
2.770624294	0.1936006685	0.1806733601
2.418399152	0.2009829009	0.1954130874
2.179915537	0.210434974	0.205864162
2.094395102	0.2104936052	0.2097045967
2.179915537	0.2077767842	0.205864162
2.418399152	0.2064767276	0.1954130874
2.770624294	0.193389445	0.1806733601
3.199241364	0.1836705004	0.1638561389
3.677636937	0.1753046095	0.1465369828
3.839724354	0.1717893209	0.1410161965
3.839724354	0.1710548092	0.1410161965
3.329875986	0.1789090449	0.1589748928
2.857227126	0.1913252132	0.1771763516
2.443460953	0.1970094327	0.1943368929
2.123284675	0.2064455506	0.2084017917
1.943516402	0.2195697605	0.2165993379
1.943516402	0.2202125014	0.2165993379
2.123284675	0.2088098441	0.2084017917
2.443460953	0.2003818817	0.1943368929
2.857227126	0.1898486887	0.1771763516
3.329875986	0.1808769437	0.1589748928
3.490658504	0.1770572244	0.1531238528
4.025623769	0.1722420884	0.1349007122
3.490658504	0.1738334125	0.1531238528
2.982419933	0.1885594864	0.1722097641
2.517149644	0.1992623647	0.1911969172
2.123284675	0.2113320406	0.2084017917
1.847082863	0.2206841769	0.2210858466
1.745329252	0.2248803923	0.2258873124
1.847082863	0.2207298219	0.2210858466
2.123284675	0.2113562161	0.2084017917
2.517149644	0.1985921868	0.1911969172
2.982419933	0.185551316	0.1722097641
3.141592654	0.1812924622	0.1660465209
3.677636937	0.1769570887	0.1465369828
3.677636937	0.1741204555	0.1465369828
3.141592654	0.1822337272	0.1660465209
2.635389378	0.1930069829	0.1862344573
2.179915537	0.2097062287	0.205864162
1.813799364	0.2254993101	0.2226487794
1.599620682	0.2303145518	0.2328834793
1.599620682	0.2300173718	0.2328834793
1.813799364	0.2232711004	0.2226487794
2.179915537	0.2095555405	0.205864162
2.635389378	0.1967934118	0.1862344573
2.792526803	0.1909340801	0.1797842009
3.329875986	0.1794257454	0.1589748928
3.887032804	0.1754115041	0.1394379752
3.329875986	0.1789182695	0.1589748928
2.792526803	0.188530118	0.1797842009
2.288977855	0.201640959	0.2010375145
1.847082863	0.2257091393	0.2210858466
1.521542767	0.2357045125	0.2366908103
1.396263402	0.244361	0.2428850401
1.521542767	0.2349382359	0.2366908103
1.847082863	0.2187989085	0.2210858466
2.288977855	0.2061182667	0.2010375145
2.443460953	0.2043206636	0.1943368929
2.982419933	0.1859903314	0.1722097641
3.542631465	0.1762366585	0.1512694846
3.542631465	0.1744748138	0.1512694846
2.982419933	0.1828773672	0.1722097641
2.443460953	0.1986733186	0.1943368929
1.943516402	0.2188801687	0.2165993379
1.521542767	0.2365038305	0.2366908103
1.258574822	0.2500237967	0.249813916
1.258574822	0.2497098948	0.249813916
1.521542767	0.2351549944	0.2366908103
1.943516402	0.2174802145	0.2165993379
2.094395102	0.2085610215	0.2097045967
2.635389378	0.1957182142	0.1862344573
3.199241364	0.1821605647	0.1638561389
3.775724466	0.174693763	0.143175073
3.199241364	0.1833312665	0.1638561389
2.635389378	0.191902178	0.1862344573
2.094395102	0.2120990051	0.2097045967
1.599620682	0.2313236242	0.2328834793
1.209199576	0.2519298151	0.2523295071
1.047197551	0.263409023	0.2606977796
1.209199576	0.2544476443	0.2523295071
1.599620682	0.2320506022	0.2328834793
1.745329252	0.2275580119	0.2258873124
2.288977855	0.2047868268	0.2010375145
2.857227126	0.1890668414	0.1771763516
3.437899924	0.17882052	0.155024731
3.437899924	0.1796704704	0.155024731
2.857227126	0.1878070391	0.1771763516
2.288977855	0.2038174469	0.2010375145
1.745329252	0.2254218296	0.2258873124
1.258574822	0.2469364373	0.249813916
0.9235414313	0.2670968231	0.2672034165
0.9235414313	0.2652198268	0.2672034165
1.258574822	0.2496954447	0.249813916
1.396263402	0.2409594824	0.2428850401
1.943516402	0.2155311737	0.2165993379
2.517149644	0.1982316584	0.1911969172
3.102565143	0.1829328343	0.1675420028
3.694165725	0.1794665157	0.1459659569
3.102565143	0.1860550334	0.1675420028
2.517149644	0.1969662908	0.1911969172
1.943516402	0.2175136847	0.2165993379
1.396263402	0.2459500542	0.2428850401
0.9235414313	0.2702932707	0.2672034165
0.6981317008	0.2740321915	0.279325531
0.9235414313	0.2681371986	0.2672034165
1.047197551	0.2566236852	0.2606977796
1.599620682	0.2291082132	0.2328834793
2.179915537	0.2071537767	0.205864162
2.770624294	0.1879639126	0.1806733601
3.366269154	0.1812953272	0.1576353684
3.366269154	0.1800249329	0.1576353684
2.770624294	0.1929652397	0.1806733601
2.179915537	0.205901442	0.205864162
1.599620682	0.2314451355	0.2328834793
1.047197551	0.2588074492	0.2606977796
0.6045997881	0.2887102857	0.2844552705
0.6045997881	0.2917243864	0.2844552705
0.6981317008	0.2800203465	0.279325531
1.258574822	0.2470300873	0.249813916
1.847082863	0.2196034506	0.2210858466
2.443460953	0.1986326691	0.1943368929
3.043085533	0.1871664745	0.1698407772
3.64435447	0.1782617746	0.1476923485
3.043085533	0.1868762667	0.1698407772
2.443460953	0.1994792069	0.1943368929
1.847082863	0.2183784866	0.2210858466
1.258574822	0.2472430853	0.249813916
0.6981317008	0.2858872012	0.279325531
0.3490658504	0.2979741998	0.2987682944
0.3490658504	0.2992880152	0.2987682944
0.9235414313	0.2675593808	0.2672034165
1.521542767	0.2367703161	0.2366908103
2.123284675	0.2137705314	0.2084017917
2.726291445	0.1938453536	0.1824829269
3.329875986	0.1829673107	0.1589748928
3.329875986	0.1849087335	0.1589748928
2.726291445	0.1928471539	0.1824829269
2.123284675	0.2127773939	0.2084017917
1.521542767	0.2339922418	0.2366908103
0.9235414313	0.26631589	0.2672034165
0.3490658504	0.2976963317	0.2987682944
